Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
IGNE,"IGENE Biotechnology, Inc.",1095780.00,Materials,Chemicals,--,+0.6
IGNT,Ingen Technologies Inc,668580.00,Health Care,Health Care Equipment & Supplies,--,+2.0
IGOI,"iGo, Inc.",8628850.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,+1.0
IGPFF,Imperial Ginseng Products Ltd (USA),1522400.00,Consumer Staples,Food Products,--,+0.5
IGPG,"Ignis Petroleum Group, Inc.",5780.00,Energy,"Oil, Gas & Consumable Fuels",--,--
IGPPF,IMPELLAM GROUP PLC LUTON SHS,142352000.00,,,--,+0.2
IGPYF,ARGOSY PPTY LTD ORD SHS,833771000.00,,,4.16%,+1.4
IGR,CBRE Clarion Global Real Estate Incm Fd,788148400.00,,,8.90%,+1.1
IGRU,International Gold Resources Incorporatd,0.00,,,--,--
IGSC,IGS Capital Group Ltd,157740.00,,,--,--
IHC,Independence Holding Company,591375200.00,Financials,Insurance,1.09%,+0.7
IHGP,"Interact Holdings Group, Inc.",106090.00,,,--,-2.7
IHRT,iHeartMedia Inc,881256240.00,Communication Services,Media,--,--
IHSI,Intelligent Highway Solutions Inc,907900.00,,,--,--
IHT,InnSuites Hospitality Trust,23400350.00,Real Estate,Equity Real Estate Investment Trusts (REITs),0.84%,+0.8
IHTI,Integrative Health Technologies Inc,483650.00,Health Care,Life Sciences Tools & Services,--,+1.8
IICN,China Intelligence Information Syst Inc,41232390.00,Information Technology,Software,--,+1.1
IID,Voya International High Div Eqt Incm Fd,37665160.00,,,7.91%,+1.1
IIF,Morgan Stanley India Investment Fund Inc,274596540.00,,,0.02%,+1.1
III,"Information Services Group, Inc.",148862000.00,Information Technology,IT Services,--,+0.7
IIIN,Insteel Industries Inc,461606460.00,Industrials,Building Products,0.49%,+1.6
IIIV,i3 Verticals Inc,907707900.00,Information Technology,IT Services,--,--
IIM,Invesco Value Municipal Income Trust,735971480.00,,,4.76%,+0.2
IIN,IntriCon Corporation,152567580.00,Health Care,Health Care Equipment & Supplies,--,+1.2
IINX,Ionix Technology Inc,9273370.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,+2.2
IKNX,IKONICS Corporation,12073360.00,Materials,Chemicals,--,+0.7
IKTO,Itokk Inc,10783440.00,,,--,+0.4
ILAL,International Land Alliance Inc,9860420.00,Real Estate,Real Estate Management & Development,--,--
ILCC,International Leaders Capital Corp,2493860.00,,,--,--
ILHMF,INTERNATIONAL LITHIUM CORP,4495000.00,Materials,Metals & Mining,--,+2.4
ILIM,Il2m International Corp,3297160.00,Communication Services,Interactive Media & Services,--,--
ILNLF,INV METALS INC,40361820.00,Materials,Metals & Mining,--,+2.8
ILST,International Star Inc,164000.00,Materials,Metals & Mining,--,+0.3
IMAC,IMAC Holdings Inc,12546850.00,Health Care,Health Care Providers & Services,--,--
IMAHF,I-MINERALS INC,2652560.00,Materials,Metals & Mining,--,+1.2
IMAX,Imax Corp (USA),905870790.00,Communication Services,Entertainment,--,+1.8
IMBI,iMedia Brands Inc,70161630.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+2.8
IMCI,"Infinite Group, Inc.",2821920.00,Information Technology,IT Services,--,+2.4
IMDXF,IMDEX LIMITED SHS,383369080.00,,,1.24%,+1.5
IMGI,"ImaginOn, Inc.",127200.00,,,--,--
IMGL,Image International Group Inc,2374240.00,,,--,--
IMGX,"Image Metrics, Inc.",1839900.00,Communication Services,Entertainment,--,--
IMH,"IMPAC Mortgage Holdings, Inc",63084940.00,Financials,Thrifts & Mortgage Finance,--,+0.7
IMHC,Imperalis Holding Corp,7195900.00,,,--,+0.9
IMII,Inception Mining Inc,1467980.00,Materials,Metals & Mining,--,+0.9
IMJX,ImageXpres Corp,0.00,,,--,--
IMKI,Immediatek Inc,174530.00,Information Technology,IT Services,--,--
IMKTA,"Ingles Markets, Incorporated",863683800.00,Consumer Staples,Food & Staples Retailing,1.55%,+0.6
IMMB,Immunotech Laboratories Inc,287480.00,Health Care,Biotechnology,--,--
IMMG,Immage Biotherapeutics Corp,15170.00,,,--,--
IMMR,Immersion Corporation,226136110.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,+1.9
IMMVF,IMMUNOVIA AB SHS,411374600.00,,,--,+1.9
IMNM,Immunome Inc,126925680.00,,,--,--
IMNPQ,Immune Pharmaceuticals Inc,829810.00,Health Care,Biotechnology,--,+0.5
IMOS,ChipMOS Technologies Inc - ADR,927958240.00,Information Technology,Semiconductors & Semiconductor Equipment,7.77%,+0.7
IMRA,Imara Inc,378167080.00,,,--,--
IMTE,Integrated Media Technology Ltd,25972110.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+2.6
IMTFF,INTL MONTORO RESOURCES INC,2573380.00,Materials,Metals & Mining,--,+3.4
IMTL,Image Protect Inc,130470.00,Information Technology,Software,--,+0.4
IMTO,InterMetro Communications Inc,3092520.00,Communication Services,Diversified Telecommunication Services,--,--
IMTS,Interactive Motorsports & Ent. Corp.,21100.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
IMTV,Imagine All The People Inc,941040.00,,,--,+1.1
IMTX,Immatics NV,660225210.00,,,--,--
IMUC,ImmunoCellular Therapeutics Ltd,1115130.00,Health Care,Biotechnology,--,+1.5
IMUN,Immune Therapeutics Inc,7890.00,Health Care,Biotechnology,--,+1.1
IMUX,Immunic Inc,372716820.00,Health Care,Biotechnology,--,+2.3
IMXI,International Money Express Inc,639391040.00,Information Technology,IT Services,--,+0.4
IMXXF,IMPAX ENVIRONMENTAL MARKETS PL SHS,788631000.00,,,--,+0.9
INAQ,Insu Acquisition Corp II,399864100.00,,,--,--
INAR,InternetArray Inc,709330.00,Information Technology,IT Services,--,--
INBI,Infusion Brands International Inc,671400.00,,,--,+1.5
INBK,First Internet Bancorp,272222780.00,Financials,Banks,0.85%,+0.8
INBP,"Integrated BioPharma, Inc.",22530960.00,Consumer Staples,Personal Products,--,-0.1
INBT,Inbit Corp,346500000.00,,,--,--
INCC,International Consolidated Companies Inc,561330.00,Communication Services,Media,--,--
INCKF,REVELO RESOURCES CORP,5661890.00,Materials,Metals & Mining,--,-1.8
INCT,InCapta Inc,0.00,Communication Services,Entertainment,--,--
INDFF,INDOFOOD AGRI RESOURCES LTD SHS,419856994.63,,,--,+0.7
INDO,Indonesia Energy Corporation Ltd,32002560.00,Energy,"Oil, Gas & Consumable Fuels",--,--
INDR,Indie Ranch Media Inc,33070.00,,,--,--
INFG,"Infinite Graphics, Inc.",1800000.00,,,--,--
INFI,Infinity Pharmaceuticals Inc.,148960240.00,Health Care,Biotechnology,--,+2.4
INFU,InfuSystem Holdings Inc,344231370.00,Health Care,Health Care Providers & Services,--,+0.9
INFX,"Infinex Ventures, Inc.",0.00,,,--,--
INGN,Inogen Inc,866804420.00,Health Care,Health Care Equipment & Supplies,--,+1.0
INHC,Innolog Holdings Corporation,1840.00,,,--,--
INIS,International Isotopes Inc.,22490230.00,Health Care,Life Sciences Tools & Services,--,+0.1
INLB,Item 9 Labs Corp,103108000.00,Health Care,Pharmaceuticals,--,+1.4
INLX,Intellinetics Inc,9838500.00,Information Technology,Software,--,+0.7
INMB,INmune Bio Inc,116325200.00,Health Care,Biotechnology,--,--
INND,Innerscope Hearing Technologies Inc,345610.00,,,--,--
INNI,Innovaro Inc,95290.00,Industrials,Professional Services,--,+2.4
INNO,Innocap Inc,27731750.00,,,--,-4.4
INOD,Innodata Inc,140028060.00,Information Technology,IT Services,--,+2.1
INOH,In Ovations Holdings Inc,556210.00,Industrials,Commercial Services & Supplies,--,-5.1
INOW,Ifnw Dissolution Corp,152840.00,,,--,+2.8
INPCF,INPUT CAPITAL CORP,41698240.00,Consumer Staples,Food Products,4.66%,+1.0
INPX,Inpixon,49469910.00,Information Technology,IT Services,--,+2.2
INQD,Indoor Harvest Corp,4115500.00,,,--,+5.2
INRD,Inrad Optics Inc,7877400.00,Information Technology,"Electronic Equipment, Instruments & Components",--,-0.1
INRLF,VALNEVA SE SHS,738384080.00,,,--,+0.7
INS,Intelligent Systems Corporation,373150950.00,Information Technology,Software,--,+1.1
INSE,Inspired Entertainment Inc,162354450.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+1.4
INSI,Insight Select Income Fund,227052000.00,,,3.75%,+0.1
INSW,International Seaways Inc,526957550.00,Energy,"Oil, Gas & Consumable Fuels",1.32%,+0.3
INTB,Intelligent Buying Inc,0.00,,,--,--
INTEQ,Intelsat SA,87419180.00,Communication Services,Diversified Telecommunication Services,--,+0.8
INTG,InterGroup Corp,81538800.00,Real Estate,Real Estate Management & Development,--,+0.6
INTI,Inhibitor Therapeutics Inc,11395900.00,Health Care,Biotechnology,--,+0.1
INTO,"Initio, Inc.",3291120.00,,,--,--
INTP,Integrated Pharmaceuticals Inc,94100.00,Health Care,Pharmaceuticals,--,--
INTT,inTEST Corporation,52539710.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+2.0
INTV,Integrated Ventures Inc,2303890.00,Information Technology,Software,--,+3.2
INTZ,Intrusion Inc.,244037820.00,Information Technology,Software,--,+1.2
INUV,Inuvo Inc,40648140.00,Information Technology,Software,--,+1.3
INVB,InventaBioTech Inc,10960.00,Communication Services,Media,--,--
INVE,Identiv Inc,137582700.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.5
INVI,"Integral Vision, Inc.",24970.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+2.9
INVO,Invo Bioscience Inc,29734710.00,Health Care,Health Care Equipment & Supplies,--,-1.1
INVT,Inventergy Global Inc,210720.00,Information Technology,Communications Equipment,--,+1.2
INVU,Investview Inc,105461320.00,Information Technology,Software,--,+3.7
INZY,Inozyme Pharma Inc,545058360.00,,,--,--
IO,Ion Geophysical Corp,38831870.00,Energy,Energy Equipment & Services,--,+4.1
IOBCF,ION BEAM APPLICATIONS SA ACT,441310800.00,,,0.57%,+0.7
IOMT,Isomet Corporation,61230.00,,,--,--
IONI,I-On Digital Corp,5604800.00,,,--,+2.3
IOR,Income Opportunity Realty Investors Inc,47932000.00,Financials,Thrifts & Mortgage Finance,--,+0.3
IORG,INTREorg Systems Inc,18680.00,,,--,--
IOTC,Iota Communications Inc,34629710.00,Information Technology,Software,--,+0.6
IPAH,"Interpharm Holdings, Inc.",6670.00,Health Care,Pharmaceuticals,--,--
IPCIF,INTELLIPHARMACEUTICS INTL,3537490.00,Health Care,Pharmaceuticals,--,+1.0
IPDN,"Professional Diversity Network, Inc.",18204400.00,Communication Services,Interactive Media & Services,--,+2.2
IPFPF,INTERNATIONAL PRSNL FIN PLC LE SHS,447480000.00,,,--,+1.5
IPHA,Innate Pharma SA (ADR),414650250.00,Health Care,Biotechnology,--,+0.7
IPI,Intrepid Potash Inc,212039300.00,Materials,Chemicals,--,+2.1
IPIC,iPic Entertainment Inc,1662860.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
IPIX,Innovation Pharmaceuticals Inc,61357560.00,Health Care,Biotechnology,--,-0.1
IPLB,iPure Labs Inc,1458800.00,Consumer Staples,Personal Products,--,-2.7
IPLDP,Interstate Power and Light Co,352517060.00,Utilities,Electric Utilities,4.84%,+0.1
IPLY,Interplay Entertainment Corp,1603990.00,Communication Services,Entertainment,--,-1.5
IPMG,International Precious Minerals Grp Inc.,0.00,,,--,--
IPOD,Social Capital Hedosophia HoldingsCorpIV,680800000.00,,,--,--
IPRC,"Imperial Resources, Inc.",317370.00,,,--,+2.4
IPSI,Innovative Payment Solutions Inc,4844920.00,,,--,+2.2
IPTK,AS-IP Tech Inc,21849310.00,Information Technology,Software,--,+0.8
IPUB,indiePub Entertainment Inc,911660.00,Communication Services,Entertainment,--,+0.8
IPV,Interprivate Acquisition Corp,434473440.00,,,--,--
IPV^,INTERPRIVATE ACQUISITION CRP,387127350.00,,,--,--
IPWG,"International Power Group, Ltd.",1636860.00,Industrials,Commercial Services & Supplies,--,--
IPWR,Ideal Power Inc,22688840.00,Industrials,Electrical Equipment,--,+1.5
IQEPF,IQE PLC ORD,800187000.00,,,--,+1.6
IQI,Invesco Quality Municipal Income Trust,680617080.00,,,4.85%,+0.2
IQST,Iqstel Inc,6326210.00,,,--,-0.6
IRBL,InRob Tech Ltd,152000.00,Industrials,Aerospace & Defense,--,+3.5
IRBS,"IR Biosciences Holdings, Inc.",10250.00,Health Care,Biotechnology,--,--
IRCC,Indigenous Roots Corp,1071180.00,,,--,+4.8
IRCKF,INTER-ROCK MINERALS INC COM,6910140.00,,,--,+1.1
IRCP,IRSA Propiedades Comerciales SA (ADR),321337650.00,Real Estate,Real Estate Management & Development,37.59%,+1.3
IREP,"Interep National Radio Sales, Inc.",0.00,,,--,--
IRET,Investors Real Estate Trust,936218400.00,Real Estate,Equity Real Estate Investment Trusts (REITs),3.86%,+1.0
IRIG,Integrated Drilling Equipment Hlds Corp,140960.00,Energy,Energy Equipment & Services,--,--
IRIX,IRIDEX Corporation,26642470.00,Health Care,Health Care Equipment & Supplies,--,+1.1
IRL,"The New Ireland Fund, Inc.",48894860.00,,,--,+1.2
IRLCF,THE ISRAEL CORP SHS A,894892500.00,,,--,+2.2
IRMD,Iradimed Corp,304050600.00,Health Care,Health Care Equipment & Supplies,--,+1.2
IRNC,Ironclad Encryption Corp,1003030.00,Information Technology,Software,--,+0.0
IRNS,Ironstone Group Inc,1863200.00,,,--,--
IROQ,IF Bancorp Inc,70956000.00,Financials,Thrifts & Mortgage Finance,1.37%,+0.8
IRR,Voya Natural Resources Equity Income Fnd,62127440.00,,,11.54%,+1.5
IRS,Irsa Inversiones y Rprsntcins SA (ADR),291076040.00,Real Estate,Real Estate Management & Development,--,+1.1
ISAT,ISA Internationale Inc,1274870.00,,,--,--
ISBA,Isabella Bank Corp,157416150.00,Financials,Banks,5.54%,+0.6
ISBL,Ise Blu Equity Corp.,0.00,Communication Services,Entertainment,--,--
ISCO,International Stem Cell Corp,3241770.00,Health Care,Biotechnology,--,+1.1
ISDCF,VERIMATRIX SHS,293001600.00,,,--,+1.6
ISDR,Issuer Direct Corp,72427910.00,Information Technology,Software,--,+1.0
ISEE,IVERIC bio Inc,632797920.00,Health Care,Biotechnology,--,+1.7
ISEYF,WI2WI CORP COM,4106110.00,Information Technology,Communications Equipment,--,+1.4
ISGN,Isign Solutions Inc,2203680.00,Information Technology,Software,--,+0.1
ISHI,"Islet Holdings, Inc.",16475380.00,,,--,--
ISHM,"InfoSearch Media, Inc.",288720.00,,,--,+3.5
ISIG,"Insignia Systems, Inc.",11015170.00,Communication Services,Media,--,+0.6
ISLV,International Silver Inc,1897050.00,,,--,--
ISNS,"Image Sensing Systems, Inc.",23736240.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.0
ISOL,1mage Software Inc,198180.00,,,--,+2.8
ISON,Isonics Corporation,22400.00,Industrials,Commercial Services & Supplies,--,--
ISPD,"Interspeed, Inc.",110.00,,,--,--
ISR,"IsoRay, Inc.",37254220.00,Health Care,Biotechnology,--,+1.8
ISRJF,GEN III OIL CORP,27157550.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.3
ISSC,Innovative Solutions & Support Inc,117104680.00,Industrials,Aerospace & Defense,--,+1.2
ISTC,Instructivision Inc.,53440.00,,,--,--
ISTR,Investar Holding Corp,180574000.00,Financials,Banks,1.55%,+0.7
ITCC,Inspro Technologies Corp,220790.00,Information Technology,Software,--,+1.9
ITDN,Interdyne Co,1000000.00,,,--,--
ITEC,Intertech Solutions Inc,70930.00,Materials,Metals & Mining,--,+3.3
ITEX,ITEX Corporation,6393750.00,Industrials,Commercial Services & Supplies,5.33%,+0.4
ITFY,Interfoundry Inc.,0.00,,,--,--
ITHUF,IANTHUS CAPITAL HOLDINGS INC,52382580.00,Health Care,Pharmaceuticals,--,+2.1
ITI,Iteris Inc,236750500.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.3
ITIC,Investors Title Company,290346320.00,Financials,Insurance,1.15%,+1.0
ITKG,"Integral Technologies, Inc.",243240.00,Materials,Chemicals,--,-1.5
ITKH,Iteknik Holding Corp,373030.00,,,--,+0.4
ITLI,"Intelligentias, Inc.",10080.00,,,--,--
ITLL,Intelligent Cloud Resources Inc,1463340.00,,,--,-0.4
ITMMF,ITAMAR MEDICAL LTD SHS,245593460.00,,,--,+0.7
ITMSF,INTERMAP TECHNOLOGIES CORP,14391900.00,Information Technology,Software,--,+1.7
ITNF,Internet Infinity Inc,606940.00,,,--,-2.8
ITNM,"International Monetary Systems, Ltd.",2457000.00,Industrials,Commercial Services & Supplies,--,--
ITNS,ITonis Inc,1523410.00,Health Care,Pharmaceuticals,--,+0.1
ITONF,ITO EN LTD PFD CL 1,676378250.00,,,--,+0.4
ITOX,Iiot-Oxys Inc,877340.00,,,--,+4.7
ITP,IT Tech Packaging Inc,18534750.00,Materials,Paper & Forest Products,--,+0.5
ITPC,Intrepid Capital Corp.,2741250.00,Financials,Capital Markets,--,--
ITRM,Iterum Therapeutics PLC,34905690.00,Health Care,Pharmaceuticals,--,--
ITRN,Ituran Location and Control Ltd. (US),419967750.00,Information Technology,Communications Equipment,--,+1.4
ITRO,Itronics Inc.,12037630.00,Materials,Chemicals,--,+2.4
ITSHF,INTERSHOP COMMUNICATIONS AG SHS CAP REDCTN,15187580.00,,,--,+1.1
ITSJF,Itsa Ltd,0.00,,,--,--
ITUP,Interups Inc,28635000.00,,,--,--
IVAC,"Intevac, Inc.",145270860.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,+0.9
IVC,Invacare Corporation,318311000.00,Health Care,Health Care Equipment & Supplies,--,+0.9
IVCO,Investco Corporation,10590.00,,,--,--
IVDA,Iveda Solutions Inc,12517270.00,Information Technology,Software,--,-3.9
IVDN,Innovative Designs Inc,9328880.00,Consumer Discretionary,Leisure Products,--,-0.1
IVFH,Innovative Food Holdings Inc,10200710.00,Consumer Staples,Food & Staples Retailing,--,+0.6
IVH,Ivy High Income Opportunities Fund,216569900.00,,,8.24%,+0.7
IVHI,Invech Holdings Inc,12993750.00,,,--,--
IVME,In Veritas Medical Diagnostics Inc,2428800.00,,,--,--
IVR,Invesco Mortgage Capital Inc,602165000.00,Financials,Mortgage Real Estate Investment Trusts (REITs),5.92%,+1.5
IVRO,InVitro International,1661480.00,,,--,-0.5
IVST,Innovest Global Inc,17849640.00,,,--,-1.4
IVVI,Montvale Technologies Inc,0.00,Health Care,Health Care Equipment & Supplies,--,--
IWBB,IWeb Inc,80612000.00,Information Technology,IT Services,--,--
IWKS,Health Sciences Corp,18000.00,,,--,--
IWMG,I-Wellness Marketing Group Inc,0.00,,,--,--
IWSH,Wright Investors Service Holdings Inc,5952000.00,,,--,+1.4
IWSY,Imageware Systems Inc,12526380.00,Information Technology,Software,--,+1.5
IXEH,IX Energy Holdings Inc,49310.00,Industrials,Electrical Equipment,--,--
IXOG,Index Oil and Gas Inc,286630.00,Energy,"Oil, Gas & Consumable Fuels",--,--
IYXI,"Inyx, Inc.",111520.00,Health Care,Pharmaceuticals,--,+1.2
IZEA,IZEA Worldwide Inc,41539910.00,Communication Services,Interactive Media & Services,--,+2.7
JACO,"Jaco Electronics, Inc.",28320.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.2
JADA,Jadeart Group Inc,5782550.00,Consumer Discretionary,Distributors,--,+3.4
JADG,Jade Global Holdings Inc,1980360.00,,,--,+6.5
JADSF,Jadestone Energy Inc,322730100.00,Energy,"Oil, Gas & Consumable Fuels",1.54%,+2.2
JAGGF,Jaguar Mining Inc (USA),426141500.00,Materials,Metals & Mining,4.08%,+2.1
JAGR,Green Street Capital Corp,166100.00,Financials,Capital Markets,--,--
JAGX,Jaguar Health Inc,27718680.00,Health Care,Pharmaceuticals,--,+1.5
JAKK,"JAKKS Pacific, Inc.",23428290.00,Consumer Discretionary,Leisure Products,--,+2.8
JALA,Be Active Holdings Inc,84600.00,,,--,+2.6
JALC,John Adams Life Corp.,775840.00,Financials,Insurance,--,--
JAMGF,JASPER MINING CORP,689930.00,Materials,Metals & Mining,--,+0.3
JAMN,Jammin Java Corp,68790.00,Consumer Staples,Food Products,--,--
JAN,Janone Inc,7745470.00,Industrials,Commercial Services & Supplies,--,+2.2
JANL,Janel Corp,7785340.00,Industrials,Air Freight & Logistics,--,+0.0
JAUGF,DEEP-SOUTH RESOURCES INC,11079580.00,Materials,Metals & Mining,--,+2.7
JAX,J Alexanders Holdings Inc,107750500.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+1.5
JBSS,"John B. Sanfilippo & Son, Inc.",865864400.00,Consumer Staples,Food Products,0.85%,+0.1
JBZY,JB&ZJMY Holding Company Inc,635250.00,,,--,+3.3
JCDAF,Jacada Ltd.,34707200.00,Information Technology,IT Services,--,-0.0
JCE,Nuveen Core Equity Alpha Fund,220559040.00,,,6.51%,+1.1
JCPNQ,J C Penney Company Inc,57434010.00,Consumer Discretionary,Multiline Retail,--,+1.3
JCS,"Communications Systems, Inc.",41940000.00,Information Technology,Communications Equipment,--,+1.1
JCTCF,Jewett-Cameron Trading Company Ltd,31503050.00,Industrials,Building Products,--,+0.6
JCTG,Jiucaitong Group Ltd,18220000.00,,,--,--
JDD,Nuveen Diversified Dividend & Income Fd.,176646150.00,,,8.67%,+1.1
JECFF,JURA ENERGY CORP,3456560.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.0
JEQ,Aberdeen Japan Equity Fund Inc,127251410.00,,,0.74%,+0.8
JERT,JER Investors Trust Inc.,157440.00,Financials,Mortgage Real Estate Investment Trusts (REITs),--,-0.9
JETMF,Global Crossing Airlines Inc,20027000.00,,,--,-0.5
JFBC,Jeffersonville Bancorp,78347500.00,Financials,Banks,3.24%,+0.4
JFIL,Jubilant Flame International Ltd,457150.00,,,--,+0.7
JFIN,Jiayin Group Inc - ADR,202593750.00,Financials,Consumer Finance,--,--
JFR,Nuveen Floating Rate Income Fund,502585940.00,,,6.61%,+0.6
JFU,9F Inc - ADR,279123130.00,Communication Services,Interactive Media & Services,--,--
JG,Aurora Mobile Ltd - ADR,293801130.00,Information Technology,Software,--,--
JGFCF,JAGUAR FINANCIAL CORP,2564020.00,Financials,Capital Markets,--,+4.6
JGH,Nuveen Global High Income Fund,354376330.00,,,6.73%,+0.9
JGHG,Jinzisheng Holding Group,287429.99,Information Technology,Software,--,+0.5
JHB,Nuveen High Income Nov2021 Trgt Trm Fund,513721000.00,,,2.68%,+0.3
JHS,John Hancock Income Securities Trust,183090840.00,,,4.97%,+0.2
JIH,Juniper Industrial Holdings Inc,454106250.00,,,--,--
JIH^,JUNIPER INDUSTRIAL HLD,399510000.00,,,--,--
JILL,J.Jill Inc,38455560.00,Consumer Discretionary,Specialty Retail,--,+1.6
JKRO,Jakroo Inc,1588850.00,,,--,--
JKSM,Jacksam Corp,13158000.00,Industrials,Machinery,--,--
JLMC,"JLM Couture, Inc.",3354780.00,,,--,+0.7
JLS,Nuveen Mortgage and Income Fund,108093900.00,,,4.13%,+0.6
JMIH,Jupiter Marine International HoldingsInc,462170.00,Consumer Discretionary,Leisure Products,--,--
JMKJ,Nine Alliance Science & Technology Group,50000000.00,,,--,--
JMM,Nuveen Multi-Market Income Fund Inc,68410260.00,,,4.07%,+0.4
JMP,JMP Group LLC,68203650.00,Financials,Capital Markets,--,+0.9
JMTM,JAMES Maritime Holdings Inc,1242000.00,,,--,--
JNCE,Jounce Therapeutics Inc,266204680.00,Health Care,Biotechnology,--,+1.4
JNEXF,CUDA OIL & GAS INC COM,1395500.00,Energy,"Oil, Gas & Consumable Fuels",--,+3.2
JNMB,Jinhua Marine Biological Usa Inc,4900.00,,,--,--
JNSTF,JINHUI SHIPPING & TRANSPRT LTD SHS,40223700.00,,,--,+0.7
JOB,GEE Group Inc,18603350.00,Industrials,Professional Services,--,+2.4
JOEY,Joey New York Inc,276000.00,Consumer Staples,Personal Products,--,+0.1
JOF,Japan Smaller Capitalizaion Fund Inc.,276823180.00,,,1.31%,+0.8
JOUT,Johnson Outdoors Inc.,897867550.00,Consumer Discretionary,Leisure Products,0.96%,+0.8
JP,Jupai Holdings Ltd (ADR),63716090.00,Financials,Capital Markets,--,+1.6
JPC,Nuveen Preferred & Income Oprtnts Fnd,962030230.00,,,6.81%,+0.8
JPEX,JPX Global Inc,107020.00,Industrials,Commercial Services & Supplies,--,+4.8
JPI,Nuveen Preferred & Income Term Fund,549351700.00,,,6.53%,+0.8
JPIVF,JPMORGAN INDIAN INV TR PLC SHS,708213600.00,,,--,+1.1
JPOTF,Jackpot Digital Inc,1056770.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+2.9
JPTXF,JAPAN PETROLEUM EXPLORATION CO SHS,951630750.00,,,--,+1.3
JQC,Nuveen Credit Strategies Income Fund,870609780.00,,,15.09%,+0.7
JRJC,China Finance Online Co. (ADR),23687400.00,Financials,Capital Markets,--,+1.6
JRJRQ,JRjr33 Inc,116580.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+2.4
JRO,Nuveen Floating Rate Income Opportnty Fd,354733750.00,,,6.54%,+0.7
JROOF,JERICHO OIL CORP,21450820.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.1
JRS,Nuveen Real Estate Income Fund,246919700.00,,,8.85%,+1.1
JRSH,Jerash Holdings (US) Inc,60250130.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",3.71%,--
JRSS,JRSIS HEALTH CARE Corp,4694560.00,,,--,--
JRVS,iMine Corp,1109110.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,-0.3
JSBL,JS Beauty Land Network Technology Inc,12268800.00,,,--,--
JSDA,Jones Soda Co. ( USA ),10170260.00,Consumer Staples,Beverages,--,+0.9
JSHG,Joshua Gold Resources Inc,8351100.00,,,--,--
JT,Jianpu Technology Inc - ADR,55793760.00,Financials,Consumer Finance,--,--
JTA,Nuveen Tax-Advantaged Ttl Rtrn Strtgy Fd,129091320.00,,,8.24%,+1.5
JTBK,Jetblack Corp,8123570.00,Health Care,Pharmaceuticals,--,--
JTD,Nuveen Tax-Advantaged Dividend Growth Fd,202761520.00,,,8.42%,+1.3
JUHL,Juhl Energy Inc,44720.00,Utilities,Independent Power & Renewable Electricity Producers,--,--
JUMT,Juma Technology Corp,422870.00,,,--,+6.2
JUPGF,Jupiter Gold Corp,5081550.00,,,--,--
JUPW,Jupiter Wellness Inc,36745790.00,,,--,--
JUVF,Juniata Valley Financial Corp,89835800.00,Financials,Banks,4.93%,+0.3
JVA,"Coffee Holding Co., Inc.",20982880.00,Consumer Staples,Food Products,--,+1.5
JW.B,WILEY (JOHN) & SONS  -CL A,383432430.00,Communication Services,Media,3.38%,+0.7
JYAC,Jiya Acquisition Corp,126500000.00,,,--,--
JYNT,Joint Corp,373490600.00,Health Care,Health Care Providers & Services,--,+1.3
KAHL,Kahala Brands Ltd,492600000.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
KALA,Kala Pharmaceuticals Inc,418880250.00,Health Care,Pharmaceuticals,--,+0.4
KALG,KAL Energy Inc,321790.00,Energy,"Oil, Gas & Consumable Fuels",--,+5.4
KALO,Kallo Inc,65870540.00,Health Care,Health Care Technology,--,+5.2
KALV,Kalvista Pharmaceuticals Inc,315359880.00,Health Care,Biotechnology,--,+2.1
KALY,Kali Inc,916420.00,Health Care,Pharmaceuticals,--,--
KANP,Kaanapali Land LLC,44825000.00,Real Estate,Real Estate Management & Development,--,-0.3
KARE,Tech World Capital Inc,0.00,,,--,--
KATX,Kat Exploration Inc,568810.00,Materials,Metals & Mining,--,+1.0
KAYS,Kaya Holdings Inc,8344440.00,Health Care,Pharmaceuticals,--,+0.3
KBAGF,KONINKLIJKE BAM GROEP NV SHS,645011060.00,,,--,+2.6
